what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140074567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140095948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1447140105117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1447140112562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140118222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140201884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1447140207748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1447140216401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447140217613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140219781
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1447140221244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140222244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140229814
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447140230966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447140243511
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1447140253493
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447140255125
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1447140256287
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447140257587
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1447140294034
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447140306886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1447140324240
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447140326072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1447140328788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447140336097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140354985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140365402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140383279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140426530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1447140428218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1447140428686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1447140429306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1447140431850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140434682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140445911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1447140455532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1447140467541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447140473765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140479456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140488685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1447140490661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447140491801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447140503939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447140512284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1447140564756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1447140568264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1447140573581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1447140576993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447140606695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447140632772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447145919170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447145937147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447145937407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447145942944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447146097996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447146102221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447146123762
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1447146134583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447146143132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1447146176025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1447146190378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1447146196895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1447146198471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447146217525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447146222577
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1447146223253
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1447146248871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447146255499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447146259452
